tipu,esta,muni,dess,ptda,msnm,lati,logi,temp,temp_min,temp_max,hrel,vent,vent_dir,vent_max,prec,prec_mes,prec_int_h,data_ini
soci,c24m047e02,B&egrave;lgida,Ajuntament,,278,38.86026000,-0.47462000,"22,5","15,6","22,6","53,0","1,6",SE,"22,5","0,0","14,6","0,0",23/09/2025 13:54
soci,c24m056e01,Beniatjar,,,402,38.84659172,-0.41667380,"21,9","15,2","22,9","53,0","7,0",NE,"18,0","0,0","9,3","0,0",23/09/2025 13:55
soci,c24m057e02,Benicolet,,,233,38.92000000,-0.34500000,"21,8","14,1","22,7","54,0","15,0",ENE,"21,6","0,0","16,8","0,0",23/09/2025 13:50
soci,c24m062e02,Benig&agrave;nim,IES les Foies,,188,38.93766300,-0.44178700,"22,8","14,0","23,3","55,0","4,8",NNO,"24,1","0,0",,"0,0",23/09/2025 13:55
avmt,c24m072e02,Bocairent,C&agrave;mping Mariola,,888,38.75290000,-0.55070000,"20,7","9,7","20,8","49,0","0,0",NO,"16,1","0,0","1,6","0,0",23/09/2025 13:55
soci,c24m072e06,Bocairent,els Corrals,,594,38.76819200,-0.60463300,"22,9","12,5","22,9","44,0","3,5",SSE,"9,3","0,0","19,6","0,0",23/09/2025 13:50
soci,c24m072e04,Bocairent,els Vilars,,645,38.76248400,-0.61833900,"20,3","13,2","20,4","48,0","9,3",NNO,"22,6","0,0","18,8","0,0",23/09/2025 13:55
soci,c24m072e03,Bocairent,la Canaleta,,614,38.76166700,-0.61750000,"23,1","11,8","23,1","47,0","0,0",NNO,"17,7","0,0","20,2","0,0",23/09/2025 13:49
soci,c24m072e05,Bocairent,Rambla de Mariola,,801,38.73153050,-0.61128480,"19,1","8,4","19,8","52,0","1,6",N,"22,5","0,0","14,4","0,0",23/09/2025 13:55
soci,c24m072e07,Bocairent,Toll del Setrill,,620,38.76480100,-0.61044200,"20,1","13,1","20,9","46,0","4,7",NNO,"16,6","0,0","19,0","0,0",23/09/2025 13:57
soci,c24m086e01,Carr&iacute;cola,,,336,38.84083300,-0.47150500,"22,0","15,2","22,7","50,0","9,3",SSE,"16,6","0,0",,"0,0",23/09/2025 13:57
soci,c24m090e01,Castell&oacute; de Rugat,,,320,38.87580000,-0.38310000,"21,9","15,8","22,7","59,0","14,5",ENE,"27,4","0,0","6,8","0,0",23/09/2025 13:45
soci,c24m189e01,el Palomar,,,316,38.85528000,-0.50134200,"23,2","16,2","23,2","45,0","9,7",ESE,"17,7","0,0","17,8","0,0",23/09/2025 13:58
soci,c24m210e01,el R&agrave;fol de Salem,,,298,38.86672600,-0.39758300,"22,7","15,1","22,7","56,0","13,0",ENE,"22,0","0,0",,"0,0",23/09/2025 13:57
soci,c24m124e01,Fontanars,Gasolinera,,625,38.77981200,-0.80137000,"21,5","11,7","21,5","47,0","6,4",NE,"22,5","0,0","8,4","0,0",23/09/2025 13:57
soci,c24m124e03,Fontanars,oest,,628,38.78421400,-0.78670800,"21,1","12,8","21,1","50,0","6,3",OSO,"22,5","0,0","7,1","0,0",23/09/2025 13:55
soci,c24m124e02,Fontanars,poble,,636,38.78516700,-0.78515500,"21,8","12,3","21,8","44,0","0,0",SO,"16,1","0,0","7,6","0,0",23/09/2025 13:52
soci,c24m138e02,Guadass&eacute;quies,Ajuntament,,154,38.92641000,-0.48966700,"24,7","13,2","24,7","51,0","4,8",ESE,"17,7","0,0","36,8","0,0",23/09/2025 13:55
soci,c24m183e01,l&prime;Olleria,Ajuntament,,256,38.91171100,-0.54655500,"23,3","15,7","23,4","46,0","4,8",S,"17,7","0,0","32,0","0,0",23/09/2025 13:51
soci,c24m200e03,la Pobla del Duc,Cooperativa,,226,38.90278400,-0.42036000,"23,6","14,9","23,6","53,0","6,4",ENE,"22,5","0,0","17,2","0,0",23/09/2025 13:55
soci,c24m150e02,Llutxent,Coop. del Camp,,289,38.94029700,-0.36060600,"22,1","14,8","22,2","52,0","0,0",SO,"17,7","0,0","31,6","0,0",23/09/2025 13:55
soci,c24m173e01,Montaverner,Ajuntament,,182,38.88881000,-0.49649989,"23,7","14,1","24,2","50,0","6,4",NNE,"16,1","0,0","18,4","0,0",23/09/2025 13:51
soci,c24m175e01,Montitxelvo,,,280,38.89111900,-0.33888900,"23,2","15,6","23,5","51,0","6,4",ENE,"17,7","0,0","10,4","0,0",23/09/2025 13:52
soci,c24m184e19,Ontinyent,Alba,,405,38.80440950,-0.61435290,"23,4","12,9","23,4","48,0","0,0",N,"14,5","0,0","16,2","0,0",23/09/2025 13:55
soci,c24m184e18,Ontinyent,Alt de Toledo,,400,38.83777800,-0.61416700,"22,8","13,8","22,8",,"0,0",SSE,"14,5","0,0",,"0,0",23/09/2025 13:54
soci,c24m184e21,Ontinyent,Col&middot;legi La Pureza de Mar&iacute;a,,389,38.82039800,-0.62558500,"22,9","12,7","23,1","50,0","8,0",SE,"16,1","0,0","7,0","0,0",23/09/2025 13:51
soci,c24m184e23,Ontinyent,el Pilar,,405,38.82756300,-0.62931500,"23,3","13,2","23,3","48,0","8,0",N,"14,5","0,0","14,4","0,0",23/09/2025 13:53
soci,c24m184e24,Ontinyent,els G&iacute;njols,,323,38.83694000,-0.59250000,"23,8","13,7","23,8","51,0","4,7",ENE,"13,0","0,0","16,3","0,0",23/09/2025 13:50
soci,c24m184e01,Ontinyent,Germanies,,340,38.82610000,-0.59690000,"22,9","14,2","23,5","44,0","6,8",NNE,"17,3","0,0","21,1","0,0",23/09/2025 13:45
soci,c24m184e07,Ontinyent,IES Jaume I,,372,38.82222200,-0.59611100,"23,4","14,3","23,8","48,0","0,0",ENE,"14,5","0,0","11,1","0,0",23/09/2025 13:50
soci,c24m184e27,Ontinyent,les Aig&uuml;es,,355,38.81721900,-0.62167340,"23,1","12,0","24,0","48,0","0,0",NNE,"14,8","0,0","15,0","0,0",23/09/2025 13:50
soci,c24m184e02,Ontinyent,Llombo,,385,38.81720000,-0.60740000,"23,5","13,4","23,5","46,0","3,2",NNE,"19,3","0,0","17,8","0,0",23/09/2025 13:55
soci,c24m184e28,Ontinyent,Manuel Iranzo ,,450,38.79884000,-0.66455600,"22,7","11,3","22,9","47,0",,,,"0,0","5,0","0,0",23/09/2025 13:55
soci,c24m184e25,Ontinyent,Ombria dels Frares,,500,38.78833330,-0.66472222,"23,4","11,6","23,4","47,0","1,6",NNE,"12,9","0,0","11,0","0,0",23/09/2025 13:44
soci,c24m184e30,Ontinyent,Sant Josep,,370,38.82117000,-0.60425000,"24,0","13,8","24,0","46,0","6,5",N,"14,8","0,0","21,0","0,0",23/09/2025 13:50
soci,c24m184e03,Ontinyent,Sta. Anna nord,,383,38.84000000,-0.60920000,"23,1","13,3","23,2","49,0","12,9",E,"17,7","0,0","15,2","0,0",23/09/2025 13:56
soci,c24m184e29,Ontinyent,Torre de Tor&uacute;s,,411,38.80214000,-0.62313000,"23,3","13,0","23,8","46,0","2,5",ENE,"11,2","0,0","13,7","0,0",23/09/2025 13:50
soci,c24m185e01,Otos,,,335,38.85330000,-0.44500000,"22,9","15,9","22,9","51,0","0,0",O,"16,1","0,0","6,0","0,0",23/09/2025 13:53
avmt,c24m196e01,Pinet,,,347,38.98300400,-0.33838500,"22,4","14,1","22,6","51,0","0,0",SSO,"16,1","0,0","12,0","0,0",23/09/2025 13:55
soci,c24m104e01,Quatretonda,Ajuntament,,220,38.94664900,-0.40186700,"23,8","14,6","23,9","52,0","3,2",S,"17,7","0,0","22,6","0,0",23/09/2025 13:54
soci,c24m104e05,Quatretonda,el Collet de l&#039;Angl&egrave;s,,320,38.96056100,-0.39676600,"22,2","14,9","22,2","54,0","11,9",SSO,"20,1","0,0","17,0","0,0",23/09/2025 13:57
soci,c24m104e03,Quatretonda,sud-est,,216,38.94446907,-0.39852972,"22,6","13,6","22,6","50,0","4,8",S,"22,5","0,0","26,0","0,0",23/09/2025 13:55
soci,c24m221e01,Salem,,,365,38.85377800,-0.38091700,"22,1","15,3","22,4","57,0","11,3",ONO,"19,3","0,0",,"0,0",23/09/2025 13:56
soci,c24m240e01,Terrateig,,,261,38.89383300,-0.31989500,"22,3","15,3","22,9","53,0","4,7",ESE,"22,0","0,0","9,9","0,0",23/09/2025 13:57
soci,c25m023e01,Alfauir,,,89,38.92944000,-0.25073500,"23,4","16,4","24,0","53,0","11,9",ENE,"29,5","0,0","8,7","0,0",23/09/2025 13:57
soci,c25m033e01,Almiser&agrave;,,,144,38.91546400,-0.28573400,"22,5","15,7","23,3","55,0","0,0",NE,"0,0","0,0",,"0,0",23/09/2025 13:57
soci,c25m046e02,Barx,,,355,39.01368889,-0.30173889,"20,9","14,8","22,0","55,0","0,0",SSE,"19,3","0,0","8,6","0,0",23/09/2025 13:55
soci,c25m046e01,Barx,la Drova,,379,39.00500000,-0.29010000,"21,6","13,7","22,5","57,0","7,8",ESE,"22,5","0,0","9,4","0,0",23/09/2025 13:55
soci,c25m046e04,Barx,la Falaguera,,342,39.02191662,-0.31835597,"20,5","13,9","21,7","59,0","6,8",ENE,"20,4","0,0","9,1","0,0",23/09/2025 13:55
soci,c25m046e03,Barx,la Visteta,,326,39.02416670,-0.30833333,"20,7","13,3","22,1","60,0","5,4",ESE,"16,7","0,0","9,4","0,0",23/09/2025 13:55
soci,c25m059e01,Benifair&oacute; de la Valldigna,,,35,39.05484000,-0.30315900,"24,8","16,1","25,2","53,0","16,1",NE,"20,9","0,0","38,4","0,0",23/09/2025 13:55
soci,c25m059e03,Benifair&oacute; de la Valldigna,Cambro/Pator,,37,39.06688000,-0.29412900,"24,6","14,4","25,4","53,0","11,3",ESE,"20,9","0,5","45,6","0,0",23/09/2025 13:50
soci,c25m066e01,Benirredr&agrave;,,,35,38.96105200,-0.19390000,"24,1","17,7","24,4","55,0","4,8",NNO,"17,7","0,0","10,2","0,0",23/09/2025 13:52
soci,c25m091e01,Castellonet de la Conquesta,,,182,38.91486700,-0.26340700,"22,6","15,7","22,6","54,0","11,9",SE,"27,7","0,0","8,4","0,0",23/09/2025 13:57
soci,c25m211e02,el Real de Gandia,CEIP CAES N.S.Amparo,,85,38.94572100,-0.21017300,"23,5","18,2","23,5","51,0","1,6",ESE,"27,4","0,0","14,8","0,0",23/09/2025 13:55
soci,c25m131e14,Gandia,Ajuntament,,25,38.96594200,-0.17926900,"22,9","18,8","23,9","59,0","12,9",ENE,"22,5","0,0","6,6","0,0",23/09/2025 13:54
soci,c25m131e15,Gandia,Cam&iacute; de la mar,,25,38.98278700,-0.16601700,"23,0","18,1","23,8","53,0","2,9",NE,"14,8","0,0","3,0","0,0",23/09/2025 13:50
soci,c25m131e12,Gandia,Escola Pia,,21,38.96883300,-0.18105600,"24,2","19,4","24,2","57,0","6,4",N,"19,3","0,0","5,8","0,0",23/09/2025 13:55
soci,c25m131e16,Gandia,Grau sud,,10,38.98864200,-0.15851100,"23,7","18,7","24,0","56,0","14,5",NE,"20,9","0,0","3,2","0,0",23/09/2025 13:56
avmt,c25m131e13,Gandia,Parpall&oacute;-Borrell,,385,39.00194440,-0.27472222,"21,5","14,7","21,6","58,0","14,5",N,"19,3","0,0","6,2","0,0",23/09/2025 13:55
soci,c25m140e01,Guardamar de la Safor,,,11,38.96172600,-0.14843200,"23,6","17,4","24,4","57,0","6,4",E,"22,0","0,0",,"0,0",23/09/2025 13:57
soci,c25m127e02,la Font d&prime;en Carr&ograve;s,la Cava,,61,38.91445500,-0.17719200,"23,1","17,1","23,5","55,0","5,0",NE,"22,0","0,0",,"0,0",23/09/2025 13:55
soci,c25m153e01,Llocnou de Sant Jeroni,,,140,38.91241800,-0.28579600,"22,7","15,5","23,1","52,0","3,5",E,"22,0","0,0","9,7","0,0",23/09/2025 13:57
soci,c25m181e06,Oliva,CEIP Santa Anna,,45,38.91830417,-0.12065900,"22,7","19,3","23,5","59,0","5,4",NE,"29,5","0,0","24,3","0,0",23/09/2025 13:50
avmt,c25m181e07,Oliva,Club N&agrave;utic,,1,38.93207560,-0.09467450,"22,4","18,1","22,4","61,0","12,9",ENE,"29,0","0,0","22,0","0,0",23/09/2025 13:51
soci,c25m181e05,Oliva,Col&middot;legi El Rebollet,,10,38.92152200,-0.11973600,"24,3",,"24,4","59,0","4,7",NE,"19,5",,,"0,0",23/09/2025 13:45
soci,c25m181e02,Oliva,sud,,18,38.91452190,-0.11757730,"23,7","18,3","23,9","55,0","8,0",N,"19,3","0,0","27,6","0,0",23/09/2025 13:53
soci,c25m187e01,Palma de Gandia,Marxuquera,,86,38.95604800,-0.24729700,"24,6","15,8","24,7","55,0","9,7",ESE,"16,1","0,0","15,6","0,0",23/09/2025 14:01
soci,c25m188e01,Palmera,,,24,38.94264500,-0.15317600,"23,3","18,1","23,8","55,0","9,7",NE,"20,9","0,0","31,4","0,0",23/09/2025 13:57
soci,c25m198e01,Potries,,,63,38.91501900,-0.20075800,"24,9","16,1","24,9","47,0","8,6",NNE,"29,5","0,0","16,9","0,0",23/09/2025 13:50
avmt,c25m208e01,Rafelcofer,,,35,38.93295200,-0.17023200,"22,7","16,7","23,1","55,0","3,2",NE,"24,1","0,0",,"0,0",23/09/2025 13:56
soci,c25m231e02,Simat de la Valldigna,,,68,39.04380000,-0.31260000,"23,8","16,9","23,8","48,0","8,0",NE,"22,5","0,0","27,2","0,0",23/09/2025 13:55
soci,c25m231e03,Simat de la Valldigna,,Pla de Corrals,175,39.01537560,-0.36518400,"23,7","13,2","24,7","49,0","9,7",E,"14,5","0,0","19,0","0,0",23/09/2025 13:56
soci,c25m238e02,Tavernes de la Valldigna,Sequers,,12,39.07644800,-0.25803800,"23,9","18,3","24,1","50,0","8,0",SE,"19,3","0,0","45,8","0,0",23/09/2025 13:50
soci,c25m238e06,Tavernes de la Valldigna,Ull del Bou/Cambro,,50,39.07064400,-0.28715700,"24,2","16,1","24,4","53,0","6,4",ESE,"20,9","0,0","45,8","0,0",23/09/2025 13:46
soci,c25m255e05,Vilallonga,el Pla de la Llacuna,,515,38.85987000,-0.22217000,"18,9","13,4","20,3","68,0","4,8",SE,"24,1","0,0","21,2","0,0",23/09/2025 13:54
soci,c25m255e07,Vilallonga,la Llacuna / est,,505,38.86294400,-0.19780600,"19,7","14,8","20,2","67,0","3,5",ENE,"18,3","0,0","26,6","0,0",23/09/2025 13:50
soci,c25m255e04,Vilallonga,nord,,100,38.88749800,-0.20801800,"23,3","18,2","23,4","51,0","8,0",SSO,"19,3","0,0","15,2","0,0",23/09/2025 13:55
soci,c25m255e06,Vilallonga,Serpis,,92,38.88847200,-0.21136100,"23,8","17,4","24,1","57,0","12,9",ENE,"22,5","0,0","18,8","0,0",23/09/2025 13:54
soci,c26m003e03,Agres,Bonell,,666,38.78100000,-0.52090000,"19,6","12,6","20,1",,"1,6",SO,"22,5","0,0","8,6","0,0",23/09/2025 13:57
soci,c26m003e05,Agres,Foia Ampla de Mariola,,1.053,38.75805600,-0.50555600,"19,2","11,3","19,2","54,0","2,0",E,"18,0","0,0","23,0","0,0",23/09/2025 13:55
soci,c26m003e06,Agres,la Valleta,,565,38.79876020,-0.53679030,"22,0","11,9","22,0","54,0","3,2",NO,"19,3","0,0","19,2","0,0",23/09/2025 13:55
soci,c26m003e10,Agres,les Eres,,660,38.78500000,-0.51583333,"20,9","13,5","21,1","48,0","9,7",NNO,"30,6","0,0","9,8","0,0",23/09/2025 13:55
soci,c26m003e04,Agres,Torreta Alta,,760,38.77806900,-0.51700900,"18,7","13,3","19,3","54,0","12,9",NNO,"27,4","0,0","10,8","0,0",23/09/2025 13:55
soci,c26m008e02,Alcoleja,,Beniaf&eacute;,745,38.67810000,-0.32580000,"20,1","12,3","20,2","64,0","9,7",N,"25,7","0,0","22,1","0,0",23/09/2025 13:58
soci,c26m007e01,Alcosser,,,360,38.79495140,-0.40204740,"21,6","14,1","22,1","52,0","3,2",NE,"29,0","0,0","13,6","0,0",23/09/2025 13:53
soci,c26m010e04,Alfafara,Ajuntament,,583,38.77292900,-0.55549500,"20,5","13,2","20,6","46,0","6,0",N,"25,7","0,0","10,8","0,0",23/09/2025 13:55
soci,c26m010e02,Alfafara,Bolumini <img class='mxlogis' alt='climatoclab' src='https://www.avamet.org/fotos/logis/logo-climatoclab.png'>,,613,38.76895700,-0.55706700,"19,3","12,4","20,1","48,0","6,9",NNO,"27,4","0,0",,"0,0",23/09/2025 13:55
soci,c26m010e03,Alfafara,Ermita Verge de la Llum,,558,38.79340000,-0.54780600,"20,3","12,2","20,3","56,0","14,5",NNO,"22,5","0,0",,"0,0",23/09/2025 13:56
soci,c26m016e01,Almudaina,,,586,38.76051000,-0.35357000,"20,2","14,4","20,4","53,0","5,8",NNE,"28,0","0,0","29,4","0,0",23/09/2025 13:55
soci,c26m020e02,Balones,,,668,38.73638900,-0.34194400,"20,3","14,3","20,3","48,0","8,7",NNE,"20,1","0,0",,"0,0",23/09/2025 13:57
soci,c26m020e03,Balones,Planet de Pau,,730,38.73675000,-0.34836100,"18,4","13,6","19,6","56,0","10,3",NNE,"25,2","0,0","40,2","0,0",23/09/2025 13:55
soci,c26m022e01,Benasau,,Ares del Bosc,735,38.68662800,-0.32741260,"19,3","11,8","19,9","52,0","10,0",ONO,"39,0","0,0","24,0","0,0",23/09/2025 13:55
soci,c26m028e03,Beniarr&eacute;s,Museu del Clima,,401,38.82110000,-0.37810000,"22,4","14,6","23,0","49,0","8,0",N,"19,3","0,0","10,6","0,0",23/09/2025 13:55
soci,c26m035e03,Benilloba,el Passeig,,554,38.70028040,-0.38440096,"21,5","12,1","21,5","51,0","6,0",NE,"26,0","0,0","33,6","0,0",23/09/2025 13:55
soci,c26m035e02,Benilloba,Secci&oacute; IES Pare Arques,,557,38.70143880,-0.38745360,"21,6","12,7","21,6","55,0","11,3",E,"20,9","0,0","39,0","0,0",23/09/2025 13:55
soci,c26m036e01,Benillup,,,565,38.75330000,-0.37940000,"22,3","14,5","22,3","55,0","3,2",E,"19,3","0,0","34,4","0,0",23/09/2025 13:42
soci,c26m038e01,Benimarfull,,,424,38.77569551,-0.39135880,"21,3","14,5","21,3","54,0",,,,"0,0","27,0","0,0",23/09/2025 13:55
soci,c26m039e03,Benimassot,,,740,38.75026500,-0.29549300,"17,7","13,7","18,2","60,0","3,2",ESE,"29,0","0,0","33,8","0,0",23/09/2025 13:55
soci,c26m056e15,Cocentaina, Caseta Segura,Poble Nou de Sant Rafel,619,38.70400800,-0.44389700,"20,8","13,9","21,0","50,0","5,5",E,"16,6","0,0","42,5","0,0",23/09/2025 13:57
soci,c26m056e09,Cocentaina,Ajunt./IES Pare Arques,,455,38.73590100,-0.43658300,"21,3","13,7","21,4","58,0","1,6",ONO,"24,1","0,0","57,8","0,0",23/09/2025 13:49
soci,c26m056e14,Cocentaina,Partida la Jaquera (9 Oliveres),,515,38.74443370,-0.40786979,"20,4","14,6","20,5","58,0","1,6",E,"25,7","0,0","44,2","0,0",23/09/2025 13:56
soci,c26m056e12,Cocentaina,Sant Crist&ograve;fol <img class='mxlogis' alt='climatoclab' src='https://www.avamet.org/fotos/logis/logo-climatoclab.png'>,,527,38.75174180,-0.45176510,"20,3","14,4","20,7","44,0","0,0",ENE,"12,9","0,0","43,3","0,0",23/09/2025 13:40
avmt,c26m067e01,Fageca,,,778,38.73490000,-0.26820000,"19,7","12,0","20,0","63,0","3,2",ENE,"24,1","0,0","28,0","0,0",23/09/2025 13:55
soci,c26m072e02,Gaianes,,,453,38.81160000,-0.41030000,"22,3","14,3","22,8","50,0","4,8",E,"22,5","0,0","13,0","0,0",23/09/2025 13:53
soci,c26m073e01,Gorga,Forn Montse,,545,38.71841970,-0.35644480,"21,6","13,2","21,8","49,0","2,7",ENE,"21,3","0,0","31,8","0,0",23/09/2025 13:55
soci,c26m084e01,l&prime;Orxa,,,272,38.84360000,-0.31110000,"23,5","14,8","23,6","49,0","4,8",NNO,"14,5","0,0","7,4","0,0",23/09/2025 13:55
soci,c26m084e02,l&prime;Orxa,Pozo Umbr&iacute;a 2 - Pinar,,325,38.82879200,-0.32182400,"22,3","14,2","22,9","55,0","6,4",ONO,"25,7","0,0",,"0,0",23/09/2025 13:55
soci,c26m092e07,Muro d&prime;Alcoi,Font del Baladre,,465,38.79112500,-0.46574700,"23,3","13,3","23,7","44,0","3,2",ONO,"17,7","0,0","10,0","0,0",23/09/2025 13:53
soci,c26m092e06,Muro d&prime;Alcoi,IES Serra Mariola,,390,38.78503900,-0.43037800,"23,2","14,2","23,2","50,0","9,7",E,"19,3","0,0","18,2","0,0",23/09/2025 13:56
soci,c26m106e03,Planes,,,452,38.78470000,-0.34510000,"21,3","14,1","21,7",,"1,6",NE,"20,9","0,0","27,2","0,0",23/09/2025 13:47
soci,c26m060e01,Quatretondeta,,,621,38.72377500,-0.31669000,"19,3","13,3","19,6","63,0","12,9",NNO,"24,1","0,0","26,0","0,0",23/09/2025 13:55
soci,c27m009e03,Alcoi,ACIF,,617,38.69277600,-0.49442400,"20,9","13,2","21,8","50,0","5,0",ENE,"22,0","0,0","34,1","0,0",23/09/2025 13:56
soci,c27m009e22,Alcoi,Baradello (ACIF),,820,38.71000000,-0.52000000,"19,7","11,6","19,7","50,0","3,5",SO,"23,0","0,0","30,7","0,0",23/09/2025 13:50
soci,c27m009e08,Alcoi,C&iacute;rculo Industrial,,580,38.69681795,-0.47249009,"21,0","12,8","21,0","50,0","4,1",NE,"18,5","0,0","27,8","0,0",23/09/2025 13:54
soci,c27m009e11,Alcoi,IES Cotes Baixes,,541,38.71385000,-0.46309400,"21,2","14,6","21,2","51,0","10,6",NE,"20,9","0,0","9,8","0,0",23/09/2025 13:55
soci,c27m009e16,Alcoi,La Font Roja <img class='mxlogis' alt='UA' src='https://www.avamet.org/fotos/logis/logo-ua.png'>,,1.055,38.66502800,-0.54083300,"16,6","11,3","16,9","64,0","14,5",NNE,"25,7","0,0","22,6","0,0",23/09/2025 13:55
soci,c27m009e04,Alcoi,la Penella d&#039;&Agrave;nima,,750,38.69750000,-0.44440000,"19,5","13,4","19,5","59,0","9,7",NNE,"27,4","0,0","43,3","0,0",23/09/2025 13:50
soci,c27m009e12,Alcoi,Menejador (ACIF),,1.352,38.65930000,-0.53790000,"14,2","8,9","15,7",,"14,0",NNO,"31,0","0,0","15,0","0,0",23/09/2025 13:57
soci,c27m009e05,Alcoi,Pas del Benissaid&oacute;,,555,38.70691400,-0.47475300,"21,4","14,4","21,6","49,0","4,8",NNE,"20,9","0,0","33,0","0,0",23/09/2025 13:55
soci,c27m009e23,Alcoi,Zona Alta,,588,38.69308000,-0.47756000,"20,6","13,6","21,3","50,0","9,4",ENE,"22,5","0,0","24,0","0,0",23/09/2025 13:55
soci,c27m021e04,Banyeres de Mariola,Alberg Ull de Canals,,756,38.69908000,-0.63967000,"20,9","10,4","21,1","45,0","8,0",S,"22,0","0,0","14,6","0,0",23/09/2025 13:55
soci,c27m021e03,Banyeres de Mariola,el Barranquet,,782,38.71916700,-0.65694400,"19,4","12,8","19,4","53,0","0,0",NNO,"24,1","0,0","14,2","0,0",23/09/2025 13:55
soci,c27m032e01,Benifallim,Freginal,,729,38.66361100,-0.39888900,"19,9","12,2","20,1","50,0","4,8",NE,"24,1","0,0","30,2","0,0",23/09/2025 13:59
soci,c27m053e12,Castalla,l&prime;Erm,,667,38.60464958,-0.67596490,"22,1","13,6","22,1","47,0","3,0",NO,"16,0","0,0","9,0","0,0",23/09/2025 13:55
soci,c27m053e10,Castalla,Rac&oacute; de l&#039;Espartosa,,756,38.54899800,-0.67576100,"19,3","11,8","20,2","51,0","0,0",ONO,"12,9","0,0","17,8","0,0",23/09/2025 13:56
soci,c27m079e11,Ibi,IES la Foia,,705,38.61913100,-0.59021570,"21,4","13,3","21,9","45,0","6,4",OSO,"27,4","0,0","7,6","0,0",23/09/2025 13:51
soci,c27m079e09,Ibi,Torretes/Font Roja,,920,38.63650000,-0.53840000,"18,8","12,7","19,5","55,0","4,8",NE,"17,7","0,0","16,0","0,0",23/09/2025 13:57
soci,c27m096e08,Onil,els Canyarets,,650,38.60936500,-0.67926200,"21,8","10,7","22,9","42,0","6,5",NNE,"13,0","0,0","10,1","0,0",23/09/2025 13:50
soci,c27m096e07,Onil,Trail Natura,,722,38.63059700,-0.67794100,"20,9","13,6","22,1","44,0","3,2",E,"17,7","0,0","8,4","0,0",23/09/2025 13:55
soci,c27m103e03,Pen&agrave;guila,Pozo Font Major,,670,38.67750000,-0.36305600,"20,4","12,3","20,4","50,0","0,0",ESE,"0,0","0,0",,"0,0",23/09/2025 13:55
soci,c27m103e01,Pen&agrave;guila,Safari Aitana,,1.002,38.64730000,-0.34350000,"17,0","11,7","18,1","60,0","1,6",N,"22,5","0,0","11,6","0,0",23/09/2025 13:56
soci,c27m129e07,Tibi,Pou Vell,,582,38.53500000,-0.57333300,"19,6","14,6","21,4","58,0","14,5",ESE,"24,1","0,0",,"0,0",23/09/2025 13:57
soci,c28m023e02,Beneixama,poble,,601,38.70000000,-0.76720000,"22,2","14,6","22,2","46,0","0,0",SSE,"19,3","0,0","18,2","0,0",23/09/2025 13:55
soci,c28m043e06,Biar,Sant Roc,,689,38.63113000,-0.76712100,"20,5","13,9","20,9","43,0","11,3",NO,"19,3","0,0","16,6","0,0",23/09/2025 13:55
soci,c28m052e01,la Canyada,Candela,,564,38.65416700,-0.80555600,"21,7","14,6","21,8","40,0","8,0",ENE,"24,1","0,0","15,6","0,0",23/09/2025 13:55
soci,c28m052e02,la Canyada,Mas del Masero / Cupido,,549,38.67700100,-0.81507600,"23,4","13,0","23,4","41,0","6,0",NE,"23,8","0,0","9,2","0,0",23/09/2025 13:55
soci,c28m116e03,Salinas,,,505,38.51993400,-0.91336300,"22,5","15,1","22,7","45,0","0,0",O,"24,1","0,0","10,0","0,0",23/09/2025 14:04
soci,c28m140e13,Villena,,Colonia de Sierra Salinas,801,38.52646700,-0.99030000,"19,2","9,9","20,8","45,0","5,2",NNE,"18,4","0,0","13,2","0,0",23/09/2025 13:55
soci,c28m140e17,Villena,,La Zafra,639,38.74420800,-0.85162400,"21,1","12,6","21,7","43,0","6,2",NNO,"22,2","0,0","8,3","0,0",23/09/2025 13:55
soci,c28m140e15,Villena, <img class='mxlogis' alt='climatoclab' src='https://www.avamet.org/fotos/logis/logo-climatoclab.png'>,Las Virtudes,497,38.62551400,-0.93214000,"23,7","14,0","23,8","42,0","3,2",N,"19,3","0,0","3,8","0,0",23/09/2025 13:55
soci,c28m140e07,Villena,Bodegas Sierra Salinas,,672,38.52950000,-1.01890000,"22,8","13,1","23,5","39,0","0,0",ESE,"16,1","0,0","14,6","0,0",23/09/2025 13:55
soci,c28m140e33,Villena,Cabrera/Casa Anvers,,602,38.54772700,-0.87025200,"23,9","13,4","23,9","40,0","2,4",NE,"11,2","0,0","10,9","0,0",23/09/2025 13:55
soci,c28m140e10,Villena,Camino San Juan <img class='mxlogis' alt='climatoclab' src='https://www.avamet.org/fotos/logis/logo-climatoclab.png'>,,498,38.62500000,-0.86555600,"23,2","13,1","23,4","42,0","4,8",ENE,"24,1","0,0","10,2","0,0",23/09/2025 13:55
soci,c28m140e16,Villena,ciudad <img class='mxlogis' alt='climatoclab' src='https://www.avamet.org/fotos/logis/logo-climatoclab.png'>,,524,38.63483100,-0.86462500,"22,7","15,3","22,7","45,0","3,2",ENE,"27,4","0,0","6,0","0,0",23/09/2025 13:55
soci,c28m140e04,Villena,El Puerto. Villa Vent&iacute;n,,565,38.57013800,-0.95888910,"22,5",,"22,5","42,0",,,,"0,0",,"0,0",23/09/2025 13:53
soci,c28m140e11,Villena,Finca Hnos. Guerrero,,489,38.61405100,-0.88078800,"23,1","14,3","23,2","41,0","0,0",ENE,"22,5","0,0","11,6","0,0",23/09/2025 13:55
